"berkas_citra","nama"
"48__F_Right_thumb_finger.BMP","Lionel Pagac"
"49__M_Left_index_finger.BMP","Julia Krajcik"
"49__M_Left_little_finger.BMP","Julia Krajcik"
"49__M_Left_middle_finger.BMP","Julia Krajcik"
"49__M_Left_ring_finger.BMP","Julia Krajcik"
"49__M_Left_thumb_finger.BMP","Julia Krajcik"
"49__M_Right_index_finger.BMP","Julia Krajcik"
"49__M_Right_little_finger.BMP","Julia Krajcik"
"49__M_Right_middle_finger.BMP","Julia Krajcik"
"49__M_Right_ring_finger.BMP","Julia Krajcik"
"49__M_Right_thumb_finger.BMP","Julia Krajcik"
"50__M_Left_index_finger.BMP","Yvette Bins"
"50__M_Left_little_finger.BMP","Yvette Bins"
"50__M_Left_middle_finger.BMP","Yvette Bins"
"50__M_Left_ring_finger.BMP","Yvette Bins"
"50__M_Left_thumb_finger.BMP","Yvette Bins"
"50__M_Right_index_finger.BMP","Yvette Bins"
"50__M_Right_little_finger.BMP","Yvette Bins"
"50__M_Right_middle_finger.BMP","Yvette Bins"
"50__M_Right_ring_finger.BMP","Yvette Bins"
"50__M_Right_thumb_finger.BMP","Yvette Bins"
"51__M_Left_index_finger.BMP","Becky Pacocha I"
"51__M_Left_little_finger.BMP","Becky Pacocha I"
"51__M_Left_middle_finger.BMP","Becky Pacocha I"
"51__M_Left_ring_finger.BMP","Becky Pacocha I"
"51__M_Left_thumb_finger.BMP","Becky Pacocha I"
"51__M_Right_index_finger.BMP","Becky Pacocha I"
"51__M_Right_little_finger.BMP","Becky Pacocha I"
"51__M_Right_middle_finger.BMP","Becky Pacocha I"
"51__M_Right_ring_finger.BMP","Becky Pacocha I"
"51__M_Right_thumb_finger.BMP","Becky Pacocha I"
"52__M_Left_index_finger.BMP","Brett Pacocha"
"52__M_Left_little_finger.BMP","Brett Pacocha"
"52__M_Left_middle_finger.BMP","Brett Pacocha"
"52__M_Left_ring_finger.BMP","Brett Pacocha"
"52__M_Left_thumb_finger.BMP","Brett Pacocha"
"52__M_Right_index_finger.BMP","Brett Pacocha"
"52__M_Right_little_finger.BMP","Brett Pacocha"
"52__M_Right_middle_finger.BMP","Brett Pacocha"
"52__M_Right_ring_finger.BMP","Brett Pacocha"
"52__M_Right_thumb_finger.BMP","Brett Pacocha"
"53__M_Left_index_finger.BMP","Kenneth Mante"
"53__M_Left_little_finger.BMP","Kenneth Mante"
"53__M_Left_middle_finger.BMP","Kenneth Mante"
"53__M_Left_ring_finger.BMP","Kenneth Mante"
"53__M_Left_thumb_finger.BMP","Kenneth Mante"
"53__M_Right_index_finger.BMP","Kenneth Mante"
"53__M_Right_little_finger.BMP","Kenneth Mante"
"53__M_Right_middle_finger.BMP","Kenneth Mante"
"53__M_Right_ring_finger.BMP","Kenneth Mante"
"53__M_Right_thumb_finger.BMP","Kenneth Mante"
"54__M_Left_index_finger.BMP","Luther Brown"
"54__M_Left_little_finger.BMP","Luther Brown"
"54__M_Left_middle_finger.BMP","Luther Brown"
"54__M_Left_ring_finger.BMP","Luther Brown"
"54__M_Left_thumb_finger.BMP","Luther Brown"
"54__M_Right_index_finger.BMP","Luther Brown"
"54__M_Right_little_finger.BMP","Luther Brown"
"54__M_Right_middle_finger.BMP","Luther Brown"
"54__M_Right_ring_finger.BMP","Luther Brown"
"54__M_Right_thumb_finger.BMP","Luther Brown"
"55__M_Left_index_finger.BMP","Mrs. Dorothy Blick"
"55__M_Left_little_finger.BMP","Mrs. Dorothy Blick"
"55__M_Left_middle_finger.BMP","Mrs. Dorothy Blick"
"55__M_Left_ring_finger.BMP","Mrs. Dorothy Blick"
"55__M_Left_thumb_finger.BMP","Mrs. Dorothy Blick"
"55__M_Right_index_finger.BMP","Mrs. Dorothy Blick"
"55__M_Right_little_finger.BMP","Mrs. Dorothy Blick"
"55__M_Right_middle_finger.BMP","Mrs. Dorothy Blick"
"55__M_Right_ring_finger.BMP","Mrs. Dorothy Blick"
"55__M_Right_thumb_finger.BMP","Mrs. Dorothy Blick"
"56__F_Left_index_finger.BMP","Alejandro Nader"
"56__F_Left_little_finger.BMP","Alejandro Nader"
"56__F_Left_middle_finger.BMP","Alejandro Nader"
"56__F_Left_ring_finger.BMP","Alejandro Nader"
"56__F_Left_thumb_finger.BMP","Alejandro Nader"
"56__F_Right_index_finger.BMP","Alejandro Nader"
"56__F_Right_little_finger.BMP","Alejandro Nader"
"56__F_Right_middle_finger.BMP","Alejandro Nader"
"56__F_Right_ring_finger.BMP","Alejandro Nader"
"56__F_Right_thumb_finger.BMP","Alejandro Nader"
"57__M_Left_index_finger.BMP","Roland Kuhlman"
"57__M_Left_little_finger.BMP","Roland Kuhlman"
"57__M_Left_middle_finger.BMP","Roland Kuhlman"
"57__M_Left_ring_finger.BMP","Roland Kuhlman"
"57__M_Left_thumb_finger.BMP","Roland Kuhlman"
"57__M_Right_index_finger.BMP","Roland Kuhlman"
"57__M_Right_little_finger.BMP","Roland Kuhlman"
"57__M_Right_middle_finger.BMP","Roland Kuhlman"
"57__M_Right_ring_finger.BMP","Roland Kuhlman"
"57__M_Right_thumb_finger.BMP","Roland Kuhlman"
"58__M_Left_index_finger.BMP","Caleb Hoeger"
"58__M_Left_little_finger.BMP","Caleb Hoeger"
"58__M_Left_middle_finger.BMP","Caleb Hoeger"
"58__M_Left_ring_finger.BMP","Caleb Hoeger"
"58__M_Left_thumb_finger.BMP","Caleb Hoeger"
"58__M_Right_index_finger.BMP","Caleb Hoeger"
"58__M_Right_little_finger.BMP","Caleb Hoeger"
"58__M_Right_middle_finger.BMP","Caleb Hoeger"
"58__M_Right_ring_finger.BMP","Caleb Hoeger"
"58__M_Right_thumb_finger.BMP","Caleb Hoeger"
"59__F_Left_index_finger.BMP","Monica Feil DVM"
"59__F_Left_little_finger.BMP","Monica Feil DVM"
"59__F_Left_middle_finger.BMP","Monica Feil DVM"
"59__F_Left_ring_finger.BMP","Monica Feil DVM"
"59__F_Left_thumb_finger.BMP","Monica Feil DVM"
"59__F_Right_index_finger.BMP","Monica Feil DVM"
"59__F_Right_little_finger.BMP","Monica Feil DVM"
"59__F_Right_middle_finger.BMP","Monica Feil DVM"
"59__F_Right_ring_finger.BMP","Monica Feil DVM"
"59__F_Right_thumb_finger.BMP","Monica Feil DVM"
"60__M_Left_index_finger.BMP","Wade Lebsack"
"60__M_Left_little_finger.BMP","Wade Lebsack"
"60__M_Left_middle_finger.BMP","Wade Lebsack"
"60__M_Left_ring_finger.BMP","Wade Lebsack"
"60__M_Left_thumb_finger.BMP","Wade Lebsack"
"60__M_Right_index_finger.BMP","Wade Lebsack"
"60__M_Right_little_finger.BMP","Wade Lebsack"
"60__M_Right_middle_finger.BMP","Wade Lebsack"
"60__M_Right_ring_finger.BMP","Wade Lebsack"
"60__M_Right_thumb_finger.BMP","Wade Lebsack"
"61__M_Left_index_finger.BMP","Fred Weber"
"61__M_Left_little_finger.BMP","Fred Weber"
"61__M_Left_middle_finger.BMP","Fred Weber"
"61__M_Left_ring_finger.BMP","Fred Weber"
"61__M_Left_thumb_finger.BMP","Fred Weber"
"61__M_Right_index_finger.BMP","Fred Weber"
"61__M_Right_little_finger.BMP","Fred Weber"
"61__M_Right_middle_finger.BMP","Fred Weber"
"61__M_Right_ring_finger.BMP","Fred Weber"
"61__M_Right_thumb_finger.BMP","Fred Weber"
"62__M_Left_index_finger.BMP","Verna Haley Sr."
"62__M_Left_little_finger.BMP","Verna Haley Sr."
"62__M_Left_middle_finger.BMP","Verna Haley Sr."
"62__M_Left_ring_finger.BMP","Verna Haley Sr."
"62__M_Left_thumb_finger.BMP","Verna Haley Sr."
"62__M_Right_index_finger.BMP","Verna Haley Sr."
"62__M_Right_little_finger.BMP","Verna Haley Sr."
"62__M_Right_middle_finger.BMP","Verna Haley Sr."
"62__M_Right_ring_finger.BMP","Verna Haley Sr."
"62__M_Right_thumb_finger.BMP","Verna Haley Sr."
"63__M_Left_index_finger.BMP","Dr. Leslie Lockman"
"63__M_Left_little_finger.BMP","Dr. Leslie Lockman"
"63__M_Left_middle_finger.BMP","Dr. Leslie Lockman"
"63__M_Left_ring_finger.BMP","Dr. Leslie Lockman"
"63__M_Left_thumb_finger.BMP","Dr. Leslie Lockman"
"63__M_Right_index_finger.BMP","Dr. Leslie Lockman"
"63__M_Right_little_finger.BMP","Dr. Leslie Lockman"
"63__M_Right_middle_finger.BMP","Dr. Leslie Lockman"
"63__M_Right_ring_finger.BMP","Dr. Leslie Lockman"
"63__M_Right_thumb_finger.BMP","Dr. Leslie Lockman"
"64__M_Left_index_finger.BMP","Meredith West"
"64__M_Left_little_finger.BMP","Meredith West"
"64__M_Left_middle_finger.BMP","Meredith West"
"64__M_Left_ring_finger.BMP","Meredith West"
"64__M_Left_thumb_finger.BMP","Meredith West"
"64__M_Right_index_finger.BMP","Meredith West"
"64__M_Right_little_finger.BMP","Meredith West"
"64__M_Right_middle_finger.BMP","Meredith West"
"64__M_Right_ring_finger.BMP","Meredith West"
"64__M_Right_thumb_finger.BMP","Meredith West"
"65__M_Left_index_finger.BMP","Elsie Bode"
"65__M_Left_little_finger.BMP","Elsie Bode"
"65__M_Left_middle_finger.BMP","Elsie Bode"
"65__M_Left_ring_finger.BMP","Elsie Bode"
"65__M_Left_thumb_finger.BMP","Elsie Bode"
"65__M_Right_index_finger.BMP","Elsie Bode"
"65__M_Right_little_finger.BMP","Elsie Bode"
"65__M_Right_middle_finger.BMP","Elsie Bode"
"65__M_Right_ring_finger.BMP","Elsie Bode"
"65__M_Right_thumb_finger.BMP","Elsie Bode"
"66__F_Left_index_finger.BMP","Brett Fadel"
"66__F_Left_little_finger.BMP","Brett Fadel"
"66__F_Left_middle_finger.BMP","Brett Fadel"
"66__F_Left_ring_finger.BMP","Brett Fadel"
"66__F_Left_thumb_finger.BMP","Brett Fadel"
"66__F_Right_index_finger.BMP","Brett Fadel"
"66__F_Right_little_finger.BMP","Brett Fadel"
"66__F_Right_middle_finger.BMP","Brett Fadel"
"66__F_Right_ring_finger.BMP","Brett Fadel"
"66__F_Right_thumb_finger.BMP","Brett Fadel"
"67__F_Left_index_finger.BMP","Alice Turcotte V"
"67__F_Left_little_finger.BMP","Alice Turcotte V"
"67__F_Left_middle_finger.BMP","Alice Turcotte V"
"67__F_Left_ring_finger.BMP","Alice Turcotte V"
"67__F_Left_thumb_finger.BMP","Alice Turcotte V"
"67__F_Right_index_finger.BMP","Alice Turcotte V"
"67__F_Right_little_finger.BMP","Alice Turcotte V"
"67__F_Right_middle_finger.BMP","Alice Turcotte V"
"67__F_Right_ring_finger.BMP","Alice Turcotte V"
"67__F_Right_thumb_finger.BMP","Alice Turcotte V"
"68__M_Left_index_finger.BMP","Kristopher Carter-Swift"
"68__M_Left_little_finger.BMP","Kristopher Carter-Swift"
"68__M_Left_middle_finger.BMP","Kristopher Carter-Swift"
"68__M_Left_ring_finger.BMP","Kristopher Carter-Swift"
"68__M_Left_thumb_finger.BMP","Kristopher Carter-Swift"
"68__M_Right_index_finger.BMP","Kristopher Carter-Swift"
"68__M_Right_little_finger.BMP","Kristopher Carter-Swift"
"68__M_Right_middle_finger.BMP","Kristopher Carter-Swift"
"68__M_Right_ring_finger.BMP","Kristopher Carter-Swift"
"68__M_Right_thumb_finger.BMP","Kristopher Carter-Swift"
"69__M_Left_index_finger.BMP","Dr. Fredrick Schuster"
"69__M_Left_little_finger.BMP","Dr. Fredrick Schuster"
"69__M_Left_middle_finger.BMP","Dr. Fredrick Schuster"
"69__M_Left_ring_finger.BMP","Dr. Fredrick Schuster"
"69__M_Left_thumb_finger.BMP","Dr. Fredrick Schuster"
"69__M_Right_index_finger.BMP","Dr. Fredrick Schuster"
"69__M_Right_little_finger.BMP","Dr. Fredrick Schuster"
"69__M_Right_middle_finger.BMP","Dr. Fredrick Schuster"
"69__M_Right_ring_finger.BMP","Dr. Fredrick Schuster"
"69__M_Right_thumb_finger.BMP","Dr. Fredrick Schuster"
"70__M_Left_index_finger.BMP","Alice Weissnat-Adams"
"70__M_Left_little_finger.BMP","Alice Weissnat-Adams"
"70__M_Left_middle_finger.BMP","Alice Weissnat-Adams"
"70__M_Left_ring_finger.BMP","Alice Weissnat-Adams"
"70__M_Left_thumb_finger.BMP","Alice Weissnat-Adams"
"70__M_Right_index_finger.BMP","Alice Weissnat-Adams"
"70__M_Right_little_finger.BMP","Alice Weissnat-Adams"
"70__M_Right_middle_finger.BMP","Alice Weissnat-Adams"
"70__M_Right_ring_finger.BMP","Alice Weissnat-Adams"
"70__M_Right_thumb_finger.BMP","Alice Weissnat-Adams"
"71__M_Left_index_finger.BMP","Jana Durgan"
"71__M_Left_little_finger.BMP","Jana Durgan"
"71__M_Left_middle_finger.BMP","Jana Durgan"
"71__M_Left_ring_finger.BMP","Jana Durgan"
"71__M_Left_thumb_finger.BMP","Jana Durgan"
"71__M_Right_index_finger.BMP","Jana Durgan"
"71__M_Right_little_finger.BMP","Jana Durgan"
"71__M_Right_middle_finger.BMP","Jana Durgan"
"71__M_Right_ring_finger.BMP","Jana Durgan"
"71__M_Right_thumb_finger.BMP","Jana Durgan"
"72__M_Left_index_finger.BMP","Noel Wolff"
"72__M_Left_little_finger.BMP","Noel Wolff"
"72__M_Left_middle_finger.BMP","Noel Wolff"
"72__M_Left_ring_finger.BMP","Noel Wolff"
"72__M_Left_thumb_finger.BMP","Noel Wolff"
"72__M_Right_index_finger.BMP","Noel Wolff"
"72__M_Right_little_finger.BMP","Noel Wolff"
"72__M_Right_middle_finger.BMP","Noel Wolff"
"72__M_Right_ring_finger.BMP","Noel Wolff"
"72__M_Right_thumb_finger.BMP","Noel Wolff"
"73__M_Left_index_finger.BMP","Dr. Dan Nienow"
"73__M_Left_little_finger.BMP","Dr. Dan Nienow"
"73__M_Left_middle_finger.BMP","Dr. Dan Nienow"
"73__M_Left_ring_finger.BMP","Dr. Dan Nienow"
"73__M_Left_thumb_finger.BMP","Dr. Dan Nienow"
"73__M_Right_index_finger.BMP","Dr. Dan Nienow"
"73__M_Right_little_finger.BMP","Dr. Dan Nienow"
"73__M_Right_middle_finger.BMP","Dr. Dan Nienow"
"73__M_Right_ring_finger.BMP","Dr. Dan Nienow"
"73__M_Right_thumb_finger.BMP","Dr. Dan Nienow"
"74__F_Left_index_finger.BMP","Joanna Emard Sr."
"74__F_Left_little_finger.BMP","Joanna Emard Sr."
"74__F_Left_middle_finger.BMP","Joanna Emard Sr."
"74__F_Left_ring_finger.BMP","Joanna Emard Sr."
"74__F_Left_thumb_finger.BMP","Joanna Emard Sr."
"74__F_Right_index_finger.BMP","Joanna Emard Sr."
"74__F_Right_little_finger.BMP","Joanna Emard Sr."
"74__F_Right_middle_finger.BMP","Joanna Emard Sr."
"74__F_Right_ring_finger.BMP","Joanna Emard Sr."
"74__F_Right_thumb_finger.BMP","Joanna Emard Sr."
"75__F_Left_index_finger.BMP","Lucia Will"
"75__F_Left_little_finger.BMP","Lucia Will"
"75__F_Left_middle_finger.BMP","Lucia Will"
"75__F_Left_ring_finger.BMP","Lucia Will"
"75__F_Left_thumb_finger.BMP","Lucia Will"
"75__F_Right_index_finger.BMP","Lucia Will"
"75__F_Right_little_finger.BMP","Lucia Will"
"75__F_Right_middle_finger.BMP","Lucia Will"
"75__F_Right_ring_finger.BMP","Lucia Will"
"75__F_Right_thumb_finger.BMP","Lucia Will"
"76__F_Left_index_finger.BMP","Mable Reichert"
"76__F_Left_little_finger.BMP","Mable Reichert"
"76__F_Left_middle_finger.BMP","Mable Reichert"
"76__F_Left_ring_finger.BMP","Mable Reichert"
"76__F_Left_thumb_finger.BMP","Mable Reichert"
"76__F_Right_index_finger.BMP","Mable Reichert"
"76__F_Right_little_finger.BMP","Mable Reichert"
"76__F_Right_middle_finger.BMP","Mable Reichert"
"76__F_Right_ring_finger.BMP","Mable Reichert"
"76__F_Right_thumb_finger.BMP","Mable Reichert"
"77__M_Left_index_finger.BMP","Luke McClure"
"77__M_Left_little_finger.BMP","Luke McClure"
"77__M_Left_middle_finger.BMP","Luke McClure"
"77__M_Left_ring_finger.BMP","Luke McClure"
"77__M_Left_thumb_finger.BMP","Luke McClure"
"77__M_Right_index_finger.BMP","Luke McClure"
"77__M_Right_little_finger.BMP","Luke McClure"
"77__M_Right_middle_finger.BMP","Luke McClure"
"77__M_Right_ring_finger.BMP","Luke McClure"
"77__M_Right_thumb_finger.BMP","Luke McClure"
"78__F_Left_index_finger.BMP","Angelina Walsh"
"78__F_Left_little_finger.BMP","Angelina Walsh"
"78__F_Left_middle_finger.BMP","Angelina Walsh"
"78__F_Left_ring_finger.BMP","Angelina Walsh"
"78__F_Left_thumb_finger.BMP","Angelina Walsh"
"78__F_Right_index_finger.BMP","Angelina Walsh"
"78__F_Right_little_finger.BMP","Angelina Walsh"
"78__F_Right_middle_finger.BMP","Angelina Walsh"
"78__F_Right_ring_finger.BMP","Angelina Walsh"
"78__F_Right_thumb_finger.BMP","Angelina Walsh"
"79__M_Left_index_finger.BMP","Roberto Herman I"
"79__M_Left_little_finger.BMP","Roberto Herman I"
"79__M_Left_middle_finger.BMP","Roberto Herman I"
"79__M_Left_ring_finger.BMP","Roberto Herman I"
"79__M_Left_thumb_finger.BMP","Roberto Herman I"
"79__M_Right_index_finger.BMP","Roberto Herman I"
"79__M_Right_little_finger.BMP","Roberto Herman I"
"79__M_Right_middle_finger.BMP","Roberto Herman I"
"79__M_Right_ring_finger.BMP","Roberto Herman I"
"79__M_Right_thumb_finger.BMP","Roberto Herman I"
"80__M_Left_index_finger.BMP","Mr. Shannon Wisozk"
"80__M_Left_little_finger.BMP","Mr. Shannon Wisozk"
"80__M_Left_middle_finger.BMP","Mr. Shannon Wisozk"
"80__M_Left_ring_finger.BMP","Mr. Shannon Wisozk"
"80__M_Left_thumb_finger.BMP","Mr. Shannon Wisozk"
"80__M_Right_index_finger.BMP","Mr. Shannon Wisozk"
"80__M_Right_little_finger.BMP","Mr. Shannon Wisozk"
"80__M_Right_middle_finger.BMP","Mr. Shannon Wisozk"
"80__M_Right_ring_finger.BMP","Mr. Shannon Wisozk"
"80__M_Right_thumb_finger.BMP","Mr. Shannon Wisozk"
"81__F_Left_index_finger.BMP","Helen Kulas PhD"
"81__F_Left_little_finger.BMP","Helen Kulas PhD"
"81__F_Left_middle_finger.BMP","Helen Kulas PhD"
"81__F_Left_ring_finger.BMP","Helen Kulas PhD"
"81__F_Left_thumb_finger.BMP","Helen Kulas PhD"
"81__F_Right_index_finger.BMP","Helen Kulas PhD"
"81__F_Right_little_finger.BMP","Helen Kulas PhD"
"81__F_Right_middle_finger.BMP","Helen Kulas PhD"
"81__F_Right_ring_finger.BMP","Helen Kulas PhD"
"81__F_Right_thumb_finger.BMP","Helen Kulas PhD"
"82__M_Left_index_finger.BMP","Tommie DuBuque"
"82__M_Left_little_finger.BMP","Tommie DuBuque"
"82__M_Left_middle_finger.BMP","Tommie DuBuque"
"82__M_Left_ring_finger.BMP","Tommie DuBuque"
"82__M_Left_thumb_finger.BMP","Tommie DuBuque"
"82__M_Right_index_finger.BMP","Tommie DuBuque"
"82__M_Right_little_finger.BMP","Tommie DuBuque"
"82__M_Right_middle_finger.BMP","Tommie DuBuque"
"82__M_Right_ring_finger.BMP","Tommie DuBuque"
"82__M_Right_thumb_finger.BMP","Tommie DuBuque"
"83__M_Left_index_finger.BMP","Velma Cole"
"83__M_Left_little_finger.BMP","Velma Cole"
"83__M_Left_middle_finger.BMP","Velma Cole"
"83__M_Left_ring_finger.BMP","Velma Cole"
"83__M_Left_thumb_finger.BMP","Velma Cole"
"83__M_Right_index_finger.BMP","Velma Cole"
"83__M_Right_little_finger.BMP","Velma Cole"
"83__M_Right_middle_finger.BMP","Velma Cole"
"83__M_Right_ring_finger.BMP","Velma Cole"
"83__M_Right_thumb_finger.BMP","Velma Cole"
"84__M_Left_index_finger.BMP","Adam Heathcote-Abshire"
"84__M_Left_little_finger.BMP","Adam Heathcote-Abshire"
"84__M_Left_middle_finger.BMP","Adam Heathcote-Abshire"
"84__M_Left_ring_finger.BMP","Adam Heathcote-Abshire"
"84__M_Left_thumb_finger.BMP","Adam Heathcote-Abshire"
"84__M_Right_index_finger.BMP","Adam Heathcote-Abshire"
"84__M_Right_little_finger.BMP","Adam Heathcote-Abshire"
"84__M_Right_middle_finger.BMP","Adam Heathcote-Abshire"
"84__M_Right_ring_finger.BMP","Adam Heathcote-Abshire"
"84__M_Right_thumb_finger.BMP","Adam Heathcote-Abshire"
"85__M_Left_index_finger.BMP","Helen Volkman"
"85__M_Left_little_finger.BMP","Helen Volkman"
"85__M_Left_middle_finger.BMP","Helen Volkman"
"85__M_Left_ring_finger.BMP","Helen Volkman"
"85__M_Left_thumb_finger.BMP","Helen Volkman"
"85__M_Right_index_finger.BMP","Helen Volkman"
"85__M_Right_little_finger.BMP","Helen Volkman"
"85__M_Right_middle_finger.BMP","Helen Volkman"
"85__M_Right_ring_finger.BMP","Helen Volkman"
"85__M_Right_thumb_finger.BMP","Helen Volkman"
"86__M_Left_index_finger.BMP","Amy Blanda"
"86__M_Left_little_finger.BMP","Amy Blanda"
"86__M_Left_middle_finger.BMP","Amy Blanda"
"86__M_Left_ring_finger.BMP","Amy Blanda"
"86__M_Left_thumb_finger.BMP","Amy Blanda"
"86__M_Right_index_finger.BMP","Amy Blanda"
"86__M_Right_little_finger.BMP","Amy Blanda"
"86__M_Right_middle_finger.BMP","Amy Blanda"
"86__M_Right_ring_finger.BMP","Amy Blanda"
"86__M_Right_thumb_finger.BMP","Amy Blanda"
"87__M_Left_index_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Left_little_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Left_middle_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Left_ring_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Left_thumb_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Right_index_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Right_little_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Right_middle_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Right_ring_finger.BMP","Alvin Crooks-Rolfson"
"87__M_Right_thumb_finger.BMP","Alvin Crooks-Rolfson"
"88__F_Left_index_finger.BMP","Mary Hoppe"
"88__F_Left_little_finger.BMP","Mary Hoppe"
"88__F_Left_middle_finger.BMP","Mary Hoppe"
"88__F_Left_ring_finger.BMP","Mary Hoppe"
"88__F_Left_thumb_finger.BMP","Mary Hoppe"
"88__F_Right_index_finger.BMP","Mary Hoppe"
"88__F_Right_little_finger.BMP","Mary Hoppe"
"88__F_Right_middle_finger.BMP","Mary Hoppe"
"88__F_Right_ring_finger.BMP","Mary Hoppe"
"88__F_Right_thumb_finger.BMP","Mary Hoppe"
"89__M_Left_index_finger.BMP","Howard Batz"
"89__M_Left_little_finger.BMP","Howard Batz"
"89__M_Left_middle_finger.BMP","Howard Batz"
"89__M_Left_ring_finger.BMP","Howard Batz"
"89__M_Left_thumb_finger.BMP","Howard Batz"
"89__M_Right_index_finger.BMP","Howard Batz"
"89__M_Right_little_finger.BMP","Howard Batz"
"89__M_Right_middle_finger.BMP","Howard Batz"
"89__M_Right_ring_finger.BMP","Howard Batz"
"89__M_Right_thumb_finger.BMP","Howard Batz"
"90__M_Left_index_finger.BMP","Mr. Vincent Hirthe"
"90__M_Left_little_finger.BMP","Mr. Vincent Hirthe"
"90__M_Left_middle_finger.BMP","Mr. Vincent Hirthe"
"90__M_Left_ring_finger.BMP","Mr. Vincent Hirthe"
"90__M_Left_thumb_finger.BMP","Mr. Vincent Hirthe"
"90__M_Right_index_finger.BMP","Mr. Vincent Hirthe"
"90__M_Right_little_finger.BMP","Mr. Vincent Hirthe"
"90__M_Right_middle_finger.BMP","Mr. Vincent Hirthe"
"90__M_Right_ring_finger.BMP","Mr. Vincent Hirthe"
"90__M_Right_thumb_finger.BMP","Mr. Vincent Hirthe"
"91__F_Left_index_finger.BMP","Alejandro Rath"
"91__F_Left_little_finger.BMP","Alejandro Rath"
"91__F_Left_middle_finger.BMP","Alejandro Rath"
"91__F_Left_ring_finger.BMP","Alejandro Rath"
"91__F_Left_thumb_finger.BMP","Alejandro Rath"
"91__F_Right_index_finger.BMP","Alejandro Rath"
"91__F_Right_little_finger.BMP","Alejandro Rath"
"91__F_Right_middle_finger.BMP","Alejandro Rath"
"91__F_Right_ring_finger.BMP","Alejandro Rath"
"91__F_Right_thumb_finger.BMP","Alejandro Rath"
"92__F_Left_index_finger.BMP","Leah Howell DDS"
"92__F_Left_little_finger.BMP","Leah Howell DDS"
"92__F_Left_middle_finger.BMP","Leah Howell DDS"
"92__F_Left_ring_finger.BMP","Leah Howell DDS"
"92__F_Left_thumb_finger.BMP","Leah Howell DDS"
"92__F_Right_index_finger.BMP","Leah Howell DDS"
"92__F_Right_little_finger.BMP","Leah Howell DDS"
"92__F_Right_middle_finger.BMP","Leah Howell DDS"
"92__F_Right_ring_finger.BMP","Leah Howell DDS"
"92__F_Right_thumb_finger.BMP","Leah Howell DDS"
"93__M_Left_index_finger.BMP","Willis Conroy"
"93__M_Left_little_finger.BMP","Willis Conroy"
"93__M_Left_middle_finger.BMP","Willis Conroy"
"93__M_Left_ring_finger.BMP","Willis Conroy"
"93__M_Left_thumb_finger.BMP","Willis Conroy"
"93__M_Right_index_finger.BMP","Willis Conroy"
"93__M_Right_little_finger.BMP","Willis Conroy"
"93__M_Right_middle_finger.BMP","Willis Conroy"
"93__M_Right_ring_finger.BMP","Willis Conroy"
